Essentials White Sandwich Bread 650g,11,Servingsize:100g,Energy,Approx. 564kJ,Approx. 956kJ,Protein,Approx. 4.5g,Approx. 7.7g,"Fat, total",Approx. 1g,Approx. 1.7g,– saturated,<1g,<1g,Carbohydrate,Approx. 25.7g,Approx. 43.5g,– sugars,Approx. 1.4g,Approx. 2.3g,Sodium,Approx. 225mg,Approx. 382mg
Woolworths Multigrain Soft Sandwich Bread 650g,11,Servingsize:100g,Energy,Approx. 603kJ,Approx. 1000kJ,Protein,Approx. 6.4g,Approx. 10.6g,"Fat, total",Approx. 1.2g,Approx. 2g,– saturated,<1g,<1g,Carbohydrate,Approx. 25.2g,Approx. 42g,– sugars,Approx. 1.6g,Approx. 2.7g,Sodium,Approx. 210mg,Approx. 350mg
Sonoma Country White Sourdough 640g,5,Servingsize:128g,Energy,1230kJ,963kJ,Protein,10.6g,8.3g,"Fat, total",1.4g,1.1g,– saturated,0.1g,0.1g,Carbohydrate,55.0g,43.0g,– sugars,0.3g,0.2g,Sodium,717mg,560mg
"Artisan Sourdough Bakers Whole Soybean, Flaxseed & Toasted Sesame 630g",5,Servingsize:125g,Energy,1160kJ,931kJ,Protein,10.8g,8.6g,"Fat, total",4.7g,3.7g,– saturated,0.5g,0.4g,Carbohydrate,45.4g,36.3g,– sugars,0.8g,0.6g,Sodium,430mg,344mg
Artisan Sourdough Bakers White Semolina Sourdough 630g,5,Servingsize:125g,Energy,1120kJ,900kJ,Protein,9.6g,7.7g,"Fat, total",1.2g,1.0g,– saturated,0.2g,0.1g,Carbohydrate,53.2g,42.6g,– sugars,0.4g,0.3g,Sodium,512mg,410mg
Artisan Sourdough Bakers Green Olive Sourdough 630g,5,Servingsize:125g,Energy,1090kJ,873kJ,Protein,8.8g,7.0g,"Fat, total",2.6g,2.1g,– saturated,0.4g,0.3g,Carbohydrate,49.3g,39.4g,– sugars,0.4g,0.3g,Sodium,677mg,542mg
Artisan Sourdough Bakers Millers Loaf 630g,5,Servingsize:125g,Energy,1160kJ,933kJ,Protein,9.8g,7.8g,"Fat, total",1.3g,1.0g,– saturated,0.2g,0.1g,Carbohydrate,54.5g,43.6g,– sugars,0.5g,0.4g,Sodium,513mg,410mg
Artisan Sourdough Bakers Dark Rye Sourdough 630g,5,Servingsize:125g,Energy,1160kJ,931kJ,Protein,9.3g,7.4g,"Fat, total",1.3g,1.1g,– saturated,0.2g,0.2g,Carbohydrate,54.5g,43.6g,– sugars,0.4g,0.4g,Sodium,634mg,507mg
Bill's Certified Organic Healthy Bakery 100% Spelt Sourdough 620g,16,Servingsize:40g,Energy,411kJ,1030kJ,Protein,3.4g,8.5g,"Fat, total",0.9g,2.3g,– saturated,0.1g,0.3g,Carbohydrate,17.8g,44.4g,– sugars,0.1g,0.1g,Sodium,97mg,242mg
Sonoma Whole Wheat Miche605g,5,Servingsize:121g,Energy,1080kJ,897kJ,Protein,9.7g,8.0g,"Fat, total",1.4g,1.1g,– saturated,0.2g,0.2g,Carbohydrate,47.2g,39.0g,– sugars,0.2g,0.2g,Sodium,679mg,561mg
Woolworths Mud Cake Caramel 600g,8,Servingsize:100g,Energy,Approx. 1040kJ,Approx. 1390kJ,Protein,Approx. 3.4g,Approx. 4.5g,"Fat, total",Approx. 11.3g,Approx. 15.1g,– saturated,Approx. 4.7g,Approx. 6.3g,Carbohydrate,Approx. 32.6g,Approx. 43.4g,– sugars,Approx. 24.9g,Approx. 33.2g,Sodium,Approx. 138mg,Approx. 184mg
Woolworths Mud Cake White 600g,8,Servingsize:100g,Energy,Approx. 1060kJ,Approx. 1410kJ,Protein,Approx. 3.2g,Approx. 4.2g,"Fat, total",Approx. 12.4g,Approx. 16.6g,– saturated,Approx. 4.6g,Approx. 6.2g,Carbohydrate,Approx. 31.5g,Approx. 42g,– sugars,Approx. 24.4g,Approx. 32.5g,Sodium,Approx. 146mg,Approx. 195mg
Tip Top Wholemeal Raisin Toast 600g,6(10slices+2crusts),Servingsize:100g(2slices),Energy,1120kJ,1120kJ,Protein,10.7g,10.7g,"Fat, total",3.8g,3.8g,– saturated,0.6g,0.6g,Carbohydrate,43.8g,43.8g,– sugars,18.1g,18.1g,Sodium,300mg,300mg
Mighty Soft Raisin Toast600g,8.5(15Slicesand2Crust),Servingsize:70g(2Sice),Energy,870kJ,1240kJ,Protein,5.8g,8.3g,"Fat, total",2.1g,3.0g,– saturated,<1.0g,<1.0g,Carbohydrate,37.9g,54.2g,– sugars,13.4g,19.2g,Sodium,190mg,265mg
Mightysoft Fruit Loaf Cafe Style 600g,12slices,Servingsize:50g(1Slice),Energy,620kJ,1240kJ,Protein,4.2g,8.3g,"Fat, total",1.5g,3.0g,– saturated,<1.0g,1.0g,Carbohydrate,27.1g,54.2g,– sugars,9.6g,19.2g,Sodium,130mg,285mg
Tip Top English Muffins Wholemeal 6 pack,6,Servingsize:67g(1Muffin),Energy,500kJ,746kJ,Protein,5.4g,8.1g,"Fat, total",1.3g,2.0g,– saturated,0.4g,0.6g,Carbohydrate,19.5g,29.1g,– sugars,1.1g,1.6g,Sodium,163mg,244mg
Tip Top English Muffins Original 6 pack,6,Servingsize:67g(1Muffin),Energy,553kJ,826kJ,Protein,4.8g,7.1g,"Fat, total",1.4g,2.1g,– saturated,0.3g,0.5g,Carbohydrate,23.5g,35.0g,– sugars,1.5g,2.2g,Sodium,198mg,296mg
Golden Crumpets Round Wholemeal 6 pack,6Crumpets,Servingsize:50g(1crumpet),Energy,390kJ,780kJ,Protein,2.9g,5.9g,"Fat, total",0.5g,0.9g,– saturated,0.1g,0.2g,Carbohydrate,18.3g,36.6g,– sugars,0.8g,1.6g,Sodium,300mg,600mg
Golden Crumpets Round 6 pack,6crumpets,Servingsize:50g(1crumpet),Energy,360kJ,719kJ,Protein,2.8g,5.7g,"Fat, total",0.5g,1.0g,– saturated,0.1g,0.2g,Carbohydrate,16.7g,33.4g,– sugars,0.9g,1.8g,Sodium,305mg,610mg
Woolworths Crumpets6 pack,6,Servingsize:100g,Energy,Approx. 360kJ,Approx. 720kJ,Protein,Approx. 3g,Approx. 6g,"Fat, total",<1g,<1g,– saturated,<1g,<1g,Carbohydrate,Approx. 16.6g,Approx. 33.2g,– sugars,Approx. 1g,Approx. 1.3g,Sodium,Approx. 320mg,Approx. 640mg
Tip Top Garlic & Herb Muffin6 pack,6,Servingsize:67g(1muffin),Energy,630kJ,940kJ,Protein,5.8g,8.6g,"Fat, total",2.1g,3.1g,– saturated,0.3g,0.5g,Carbohydrate,25.7g,38.3g,– sugars,1.7g,2.5g,Sodium,218mg,326mg
Woolworths Lamingtons Jam Filled 6 pack,6,Servingsize:100g,Energy,Approx. 741kJ,Approx. 1280kJ,Protein,Approx. 2.3g,Approx. 4g,"Fat, total",Approx. 3.8g,Approx. 6.5g,– saturated,Approx. 2.2g,Approx. 3.8g,Carbohydrate,Approx. 32g,Approx. 55.2g,– sugars,Approx. 23g,Approx. 39.6g,Sodium,Approx. 141mg,Approx. 243mg
Mr Kipling Lemon Slice6 pack,6,Servingsize:28g,Energy,Approx. 480kJ,Approx. 1715kJ,Protein,Approx. 0.8g,Approx. 2.7g,"Fat, total",Approx. 4.3g,Approx. 15.5g,– saturated,Approx. 1g,Approx. 3.4g,Carbohydrate,Approx. 17.9g,Approx. 64.1g,– sugars,Approx. 12.4g,Approx. 44.4g,Sodium,Approx. 64mg,Approx. 228mg
Mr Kipling Cake Angel Slices Snack Pack 6 pack,6,Servingsize:27.5g,Energy,473kJ,1720kJ,Protein,0.8g,2.9g,"Fat, total",5.0g,18.2g,– saturated,1.7g,6.1g,Carbohydrate,16.1g,58.4g,– sugars,10.8g,39.2g,Sodium,62mg,227mg
Woolworths Lamingtons6 pack,6,Servingsize:50g,Energy,Approx. 658kJ,Approx. 1320kJ,Protein,Approx. 2.4g,Approx. 4.7g,"Fat, total",Approx. 4.4g,Approx. 8.9g,– saturated,Approx. 2.8g,Approx. 5.7g,Carbohydrate,Approx. 25.2g,Approx. 50.5g,– sugars,Approx. 17g,Approx. 34g,Sodium,Approx. 140mg,Approx. 280mg
Woolworths Jam Rollette 6 pack,6,Servingsize:100g,Energy,Approx. 513kJ,Approx. 1220kJ,Protein,Approx. 1.8g,Approx. 4.3g,"Fat, total",Approx. 1g,Approx. 2.1g,– saturated,<1g,<1g,Carbohydrate,Approx. 26.3g,Approx. 62.6g,– sugars,Approx. 18.1g,Approx. 43.1g,Sodium,Approx. 176mg,Approx. 418mg
Toscano Mini Hot Dog Brioche Buns 6 pack,6,Servingsize:Approx.45g(1Bun),Energy,647kJ,1437kJ,Protein,3.4g,7.6g,"Fat, total",5.1g,11.2g,– saturated,0.8g,1.8g,Carbohydrate,23.2g,51.5g,– sugars,4.3g,9.6g,Sodium,210mg,456mg
Woolworths Mini Choc Rollette 6 pack,6,Servingsize:100g,Energy,Approx. 616kJ,Approx. 1470kJ,Protein,Approx. 2g,Approx. 4.8g,"Fat, total",Approx. 4.7g,Approx. 11.1g,– saturated,Approx. 2.4g,Approx. 5.7g,Carbohydrate,Approx. 23.8g,Approx. 56.6g,– sugars,Approx. 15.9g,Approx. 37.8g,Sodium,Approx. 159mg,Approx. 378mg
Woolworths Mixed Jam Tarts6 pack,6,Servingsize:45g,Energy,Approx. 791kJ,Approx. 1760kJ,Protein,Approx. 1.7g,Approx. 3.8g,"Fat, total",Approx. 6.7g,Approx. 14.8g,– saturated,Approx. 3.6g,Approx. 8.1g,Carbohydrate,Approx. 30.3g,Approx. 67.4g,– sugars,Approx. 16.5g,Approx. 36.6g,Sodium,Approx. 99mg,Approx. 220mg
Mr Kipling Raspberry Fruit Slice 6 pack,6,Servingsize:18g,Energy,Approx. 303kJ,Approx. 1682kJ,Protein,Approx. 0.8g,Approx. 4.4g,"Fat, total",Approx. 3.5g,Approx. 19.5g,– saturated,Approx. 1g,Approx. 5.4g,Carbohydrate,Approx. 9.3g,Approx. 51.6g,– sugars,Approx. 4.5g,Approx. 24.7g,Sodium,Approx. 68mg,Approx. 376mg
Mr Kipling Viennese Whirls 6 pack,6,Servingsize:25g,Energy,Approx. 520kJ,Approx. 2079kJ,Protein,Approx. 1g,Approx. 3.8g,"Fat, total",Approx. 7.1g,Approx. 28.5g,– saturated,Approx. 2.7g,Approx. 10.6g,Carbohydrate,Approx. 13.9g,Approx. 55.4g,– sugars,Approx. 6.6g,Approx. 26.5g,Sodium,Approx. 68mg,Approx. 272mg
Mission Low Gi Wraps Wholemeal 6 pack,6,Servingsize:71g,Energy,731kJ,1030kJ,Protein,7.3g,10.3g,"Fat, total",2.2g,3.1g,– saturated,0.9g,1.2g,Carbohydrate,28.1g,39.6g,– sugars,1.1g,1.6g,Sodium,263mg,370mg
Tip Top Sandwich Thins Wholemeal 6 pack,6,Servingsize:40g(1Thin,Energy,412kJ,1030kJ,Protein,3.9g,9.8g,"Fat, total",1.4g,3.5g,– saturated,0.2g,0.6g,Carbohydrate,15.8g,39.5g,– sugars,1.2g,3.1g,Sodium,139mg,348mg
Tip Top Damper Rolls6 pack,6,Servingsize:87g(1Roll),Energy,992kJ,1140kJ,Protein,8.8g,10.1g,"Fat, total",3.6g,4.1g,– saturated,0.4g,0.5g,Carbohydrate,40.4g,46.4g,– sugars,4.4g,5.0g,Sodium,331mg,380mg
Tip Top Hot Dog Rolls6 pack,6,Servingsize:75g(1Roll),Energy,833kJ,1110kJ,Protein,7.4g,9.8g,"Fat, total",2.9g,3.8g,– saturated,0.4g,0.5g,Carbohydrate,34.5g,46.0g,– sugars,3.6g,4.8g,Sodium,300mg,400mg
Bazaar Lebanese Bread White 6 pack,6,Servingsize:83.5g(1Lebanesebread),Energy,1030kJ,1240kJ,Protein,7.9g,9.5g,"Fat, total",1.7g,2.0g,– saturated,0.4g,0.5g,Carbohydrate,48.5g,58.1g,– sugars,2.9g,3.5g,Sodium,418mg,500mg
Wonder Wraps Hi Fibre 6 pack,6,Servingsize:52g(1wrap),Energy,590kJ,150kJ,Protein,5.7g,7.3g,"Fat, total",2.5g,4.9g,– saturated,1.2g,2.3g,Carbohydrate,23.5g,45.2g,– sugars,0.8g,1.5g,Sodium,180mg,350mg
Tip Top Hamburger Rolls6 pack,6,Servingsize:87g(1Roll),Energy,992kJ,1140kJ,Protein,7.8g,9.0g,"Fat, total",3.9g,4.5g,– saturated,0.4g,0.5g,Carbohydrate,40.7g,46.5g,– sugars,5.0g,5.7g,Sodium,310mg,356mg
Bazaar Lebanese Bread Wholemeal 6 pack,6,Servingsize:83.5g(1Lebanesebread),Energy,1000kJ,1200kJ,Protein,8.3g,9.9g,"Fat, total",1.8g,2.2g,– saturated,0.4g,0.5g,Carbohydrate,44.5g,53.3g,– sugars,2.5g,3.0g,Sodium,418mg,500mg
Tip Top Sandwich Thins Lightly Seeded 6 pack,6,Servingsize:40g(1Thin),Energy,412kJ,1030kJ,Protein,3.6g,9.0g,"Fat, total",0.8g,2.1g,– saturated,0.2g,0.6g,Carbohydrate,18.0g,45.0g,– sugars,1.2g,3.1g,Sodium,146mg,366mg
Tip Top Sandwich Thins Original 6 pack,6,Servingsize:40g(1Thin),Energy,412kJ,1030kJ,Protein,3.8g,9.5g,"Fat, total",1.0g,2.5g,– saturated,0.3g,0.7g,Carbohydrate,17.2g,43.0g,– sugars,1.3g,3.2g,Sodium,150mg,375mg
Helga's Wraps Mixed Grain 560g 8pk,8,Servingsize:70g(1Wrap),Energy,900kJ,1280kJ,Protein,6.4g,9.1g,"Fat, total",6.2g,8.9g,– saturated,3.2g,4.6g,Carbohydrate,33.3g,47.5g,– sugars,2.2g,3.1g,Sodium,315mg,450mg
Helga's Wraps Traditional White 560g 8pk,8,Servingsize:70g(1wrap),Energy,900kJ,1290kJ,Protein,5.4g,7.7g,"Fat, total",5.5g,7.9g,– saturated,3.1g,4.4g,Carbohydrate,34.9g,49.8g,– sugars,2.5g,3.5g,Sodium,300mg,430mg
Essentials Fruit Toast560g,8.5,Servingsize:100g,Energy,Approx. 733kJ,Approx. 1130kJ,Protein,Approx. 5g,Approx. 7.7g,"Fat, total",Approx. 1.5g,Approx. 2.3g,– saturated,<1g,<1g,Carbohydrate,Approx. 33.9g,Approx. 52.1g,– sugars,Approx. 11.8g,Approx. 18.1g,Sodium,Approx. 176mg,Approx. 271mg
Woolworths Choc Chip Banana Loaf550g,8,Servingsize:100g,Energy,Approx. 1010kJ,Approx. 1480kJ,Protein,Approx. 3.3g,Approx. 4.8g,"Fat, total",Approx. 9.8g,Approx. 14.4g,– saturated,Approx. 1.6g,Approx. 2.4g,Carbohydrate,Approx. 33.8g,Approx. 49.7g,– sugars,Approx. 20.3g,Approx. 29.9g,Sodium,Approx. 294mg,Approx. 432mg
Woolworths Banana Loaf550g,8,Servingsize:68g,Energy,Approx. 967kJ,Approx. 1420kJ,Protein,Approx. 3.5g,Approx. 5.1g,"Fat, total",Approx. 9.3g,Approx. 13.7g,– saturated,Approx. 1g,Approx. 1.4g,Carbohydrate,Approx. 32.6g,Approx. 47.9g,– sugars,Approx. 18.4g,Approx. 27.1g,Sodium,Approx. 294mg,Approx. 433mg
Woolworths Free From Gluten White Bread 550g,7,Servingsize:100g,Energy,Approx. 846kJ,Approx. 1080kJ,Protein,Approx. 3g,Approx. 3.8g,"Fat, total",Approx. 4.3g,Approx. 5.5g,– saturated,<1g,<1g,Carbohydrate,Approx. 35.7g,Approx. 45.8g,– sugars,Approx. 4.6g,Approx. 5.9g,Sodium,Approx. 272mg,Approx. 349mg
Woolworths Free From Gluten Seeded Bread 550g,7,Servingsize:100g,Energy,Approx. 789kJ,Approx. 1010kJ,Protein,Approx. 4g,Approx. 5.1g,"Fat, total",Approx. 1.9g,Approx. 2.4g,– saturated,<1g,<1g,Carbohydrate,Approx. 37.1g,Approx. 47.6g,– sugars,Approx. 1.5g,Approx. 1.9g,Sodium,Approx. 323mg,Approx. 414mg
Woolworths Carrot Loaf540g,8,Servingsize:67g,Energy,Approx. 774kJ,Approx. 1160kJ,Protein,Approx. 2.9g,Approx. 4.3g,"Fat, total",Approx. 4.3g,Approx. 6.4g,– saturated,<1g,<1g,Carbohydrate,Approx. 32.6g,Approx. 48.6g,– sugars,Approx. 19.2g,Approx. 28.7g,Sodium,Approx. 271mg,Approx. 405mg
"Artisan Sourdough Bakers Walnut, Currant & Fennel Sourdough 540g",5,Servingsize:108g,Energy,1140kJ,1060kJ,Protein,8.9g,8.2g,"Fat, total",5.8g,5.4g,– saturated,0.6g,0.5g,Carbohydrate,46.0g,42.6g,– sugars,3.2g,2.9g,Sodium,402mg,373mg
Tip Top Raisin Toast520g,7(12slices+2crust),Servingsize:74g(2slices),Energy,837kJ,1130kJ,Protein,6.7g,9.1g,"Fat, total",1.5g,2.0g,– saturated,0.2g,0.3g,Carbohydrate,38.0g,51.4g,– sugars,12.4g,16.8g,Sodium,215mg,290mg
Woolworths Pavlova Base 500g,10,Servingsize:50g,Energy,620kJ,1240kJ,Protein,1.7g,3.4g,"Fat, total",<0.1g,0.1g,– saturated,<0.1g,0.1g,Carbohydrate,"34,6g",69.1g,– sugars,34.3g,68.6g,Sodium,28mg,56mg
Toscano Tiramisu500g,6,Servingsize:Approx.83g,Energy,963kj,1161kj,Protein,3.1g,3.7g,"Fat, total",8.2g,9.9g,– saturated,6.1g,7.4g,Carbohydrate,29.5g,35.5g,– sugars,16.8g,20.3g,Sodium,87mg,105mg
Woolworths Sliced Carrot Sultana & Walnut Loaf 500g,5,Servingsize:100g,,,,,,,,,,,,,Carbohydrate,Approx. 51.3g,Approx. 51.3g,– sugars,Approx. 30.0g,Approx. 30g,,,
Abbotts Village Bakery Gluten Free Mixed Seeds 500g,6(10Slices+2Crusts),Servingsize:83g(2slices),Energy,1020kJ,1230kJ,Protein,5.3g,6.3g,"Fat, total",8.4g,10.1g,– saturated,0.9g,1.1g,Carbohydrate,34.4g,41.4g,– sugars,3.4g,4.2g,Sodium,280mg,337mg
Abbott's Village Bakery Gluten Free Rustic White 500g,6,Servingsize:83g(2slices),Energy,930kJ,1120kJ,Protein,3.4g,4.1g,"Fat, total",3.1g,3.7g,– saturated,0.2g,0.3g,Carbohydrate,43.7g,52.6g,– sugars,1.9g,2.3g,Sodium,215mg,259mg
Abbotts Village Bakery Gluten Free Mixed Seeds 500g,6(10Slices+2Crusts),Servingsize:83g(2slices),Energy,1020kJ,1230kJ,Protein,5.3g,6.3g,"Fat, total",8.4g,10.1g,– saturated,0.9g,1.1g,Carbohydrate,34.4g,41.4g,– sugars,3.4g,4.2g,Sodium,280mg,337mg
Laucke Gluten Free Bread Mix500g,10,Servingsize:1largeslice75g,Energy,759kJ,1012kJ,Protein,1.4g,1.9g,"Fat, total",2.3g,3.0g,– saturated,0.2g,0.3g,Carbohydrate,38.0g,50.7g,– sugars,2.6g,3.5g,Sodium,199mg,265mg
Nana Premium Lebanese Bread White 500g,6,Servingsize:83g,Energy,913kJ,1100kJ,Protein,8.9g,10.7g,"Fat, total",1.1g,1.3g,– saturated,0.3,0.4g,Carbohydrate,41.3g,49.8g,– sugars,0.3g,0.4g,Sodium,198mg,231mg
Macro Linseed & Sunflower Low Carb Loaf 500g,6,Servingsize:80g,Energy,Approx. 664kJ,Approx. 830kJ,Protein,Approx. 20.2g,Approx. 25.3g,"Fat, total",Approx. 3.8g,Approx. 4.8g,– saturated,<1g,<1g,Carbohydrate,Approx. 4.1g,Approx. 5.1g,– sugars,<1g,<1g,Sodium,Approx. 240mg,Approx. 300mg
Helga's Gluten Free Soy & Linseed Loaf 500g,6(10Slicesand2Crusts),Servingsize:83g(2Slices),Energy,880kJ,1060kJ,Protein,4.4g,5.3g,"Fat, total",5.1g,6.2g,– saturated,<1.0g,<1.0g,Carbohydrate,33.1g,39.9g,– sugars,3.4g,4.1g,Sodium,330mg,400mg
Helga's Gluten Free 5 Seed Loaf 500g,6(10Slicesand2Crusts),Servingsize:83g(2Slices),Energy,920kJ,1110kJ,Protein,4.2g,5.1g,"Fat, total",9.4g,11.3g,– saturated,1.2g,1.5g,Carbohydrate,27.6g,33.2g,– sugars,2.3g,2.8g,Sodium,350mg,420mg
Woolworths Banana Choc Bread5 pack,5,Servingsize:100g(1slice),Energy,1430kJ,1430kJ,Protein,5.2g,5.2g,"Fat, total",14.7g,14.7g,– saturated,4.4g,4.4g,Carbohydrate,45.9g,45.9g,– sugars,28.7g,28.7g,Sodium,215mg,215mg
Golden Waffles Fluffy & Delicious 5 pack,5,Servingsize:100g,Energy,Approx. 1040kJ,Approx. 1890kJ,Protein,Approx. 3.5g,Approx. 6.3g,"Fat, total",Approx. 12.8g,Approx. 23.3g,– saturated,Approx. 6.8g,Approx. 12.3g,Carbohydrate,Approx. 29.5g,Approx. 53.7g,– sugars,Approx. 13.3g,Approx. 24.1g,Sodium,Approx. 690mg,Approx. 1250mg
The Natural Food Group Iced Choc Mud Cake Slice5 pack,5,Servingsize:100g,Energy,Approx. 1670.0kJ,Approx. 1670kJ,Protein,Approx. 3.8g,Approx. 3.8g,"Fat, total",Approx. 16.0g,Approx. 16g,– saturated,Approx. 3.6g,Approx. 3.6g,Carbohydrate,Approx. 58.5g,Approx. 58.5g,– sugars,Approx. 39.2g,Approx. 39.2g,Sodium,Approx. 203.0g,Approx. 203g
The Natural Food Group Iced Vanilla Cake Slice5 pack,5,Servingsize:100g,Energy,Approx. 1400.0kJ,Approx. 1400kJ,Protein,Approx. 3.9g,Approx. 3.9g,"Fat, total",Approx. 8.3g,Approx. 8.3g,– saturated,Approx. 2.5g,Approx. 2.5g,Carbohydrate,Approx. 59.5g,Approx. 59.5g,– sugars,Approx. 31.1g,Approx. 31.1g,Sodium,Approx. 401.0g,Approx. 401g
Woolworths Sliced Blueberry & Coconut Loaf 5 pack,5,Servingsize:100g,Energy,Approx. 1566.0kJ,Approx. 1566kJ,Protein,Approx. 5.6g,Approx. 5.6g,"Fat, total",Approx. 17.3g,Approx. 17.3g,– saturated,Approx. 1.8g,Approx. 1.8g,Carbohydrate,Approx. 47.7g,Approx. 47.7g,– sugars,Approx. 25.0g,Approx. 25g,Sodium,Approx. 363.0mg,Approx. 363mg
Cadbury Mini Rolls Chocolate 5 pack,5,Servingsize:25g,Energy,Approx. 482kJ,Approx. 1930kJ,Protein,Approx. 1.2g,Approx. 4.8g,"Fat, total",Approx. 5.9g,Approx. 23.5g,– saturated,Approx. 2.8g,Approx. 11.3g,Carbohydrate,Approx. 14.1g,Approx. 56.3g,– sugars,Approx. 10.7g,Approx. 42.8g,Sodium,Approx. 70mg,Approx. 280mg
Four N Twenty Pies Angus Beef 4pk 760g,4,Servingsize:190g,Energy,1850kJ,971kJ,Protein,15.8g,8.3g,"Fat, total",23.6g,12.4g,– saturated,11.4g,6.0g,Carbohydrate,39.5g,20.8g,– sugars,4.0g,2.1g,Sodium,780mg,411mg
Woolworths Sultana Butter Cake480g,8,Servingsize:60g,Energy,Approx. 807kJ,Approx. 1350kJ,Protein,Approx. 2.9g,Approx. 4.8g,"Fat, total",Approx. 6.2g,Approx. 10.3g,– saturated,Approx. 2.2g,Approx. 3.7g,Carbohydrate,Approx. 30.4g,Approx. 50.7g,– sugars,Approx. 18.1g,Approx. 30.1g,Sodium,Approx. 243mg,Approx. 405mg
Helga's Gluten Free Traditional White Loaf 470g,6(10Slicesand2Crusts),Servingsize:78g(2Slices),Energy,800kJ,1020kJ,Protein,2.5g,3.2g,"Fat, total",3.3g,4.2g,– saturated,<1.0g,<1.0g,Carbohydrate,35.7g,45.8g,– sugars,2.6g,3.3g,Sodium,310mg,400mg
Woolworths Light Fruit Cake 465g,9,Servingsize:100g,Energy,Approx. 812kJ,Approx. 1620kJ,Protein,Approx. 2.1g,Approx. 4.2g,"Fat, total",Approx. 6g,Approx. 11.9g,– saturated,Approx. 1.2g,Approx. 2.3g,Carbohydrate,Approx. 32.2g,Approx. 64.3g,– sugars,Approx. 15g,Approx. 30g,Sodium,Approx. 165mg,Approx. 330mg
Woolworths Dark Fruit Cake 465g,2,Servingsize:100g,Energy,Approx. 822kJ,Approx. 1640kJ,Protein,Approx. 2.1g,Approx. 4.2g,"Fat, total",Approx. 6g,Approx. 11.9g,– saturated,Approx. 1.2g,Approx. 2.4g,Carbohydrate,Approx. 32.6g,Approx. 65.3g,– sugars,Approx. 15g,Approx. 30g,Sodium,Approx. 150mg,Approx. 300mg
Woolworths Double Unfilled Sponge460g,10,Servingsize:100g,Energy,Approx. 546kJ,Approx. 1190kJ,Protein,Approx. 2.8g,Approx. 6g,"Fat, total",Approx. 2.3g,Approx. 5.1g,– saturated,Approx. 1g,Approx. 1.8g,Carbohydrate,Approx. 24g,Approx. 52.1g,– sugars,Approx. 13.4g,Approx. 29.2g,Sodium,Approx. 141mg,Approx. 307mg
Woolworths Butter Cake450g,8,Servingsize:56g,Energy,Approx. 745kJ,Approx. 1330kJ,Protein,Approx. 2.7g,Approx. 4.8g,"Fat, total",Approx. 6.6g,Approx. 11.7g,– saturated,Approx. 2.4g,Approx. 4.2g,Carbohydrate,Approx. 26.4g,Approx. 47.2g,– sugars,Approx. 13g,Approx. 23.3g,Sodium,Approx. 272mg,Approx. 485mg
Woolworths Madeira Cake450g,10,Servingsize:100g,Energy,Approx. 693kJ,Approx. 1540kJ,Protein,Approx. 2.4g,Approx. 5.3g,"Fat, total",Approx. 6.7g,Approx. 14.8g,– saturated,Approx. 1g,Approx. 2.3g,Carbohydrate,Approx. 23.4g,Approx. 52.1g,– sugars,Approx. 12.2g,Approx. 27g,Sodium,Approx. 162mg,Approx. 360mg
Woolworths Pecan Danish450g,8,Servingsize:56g(1slice),Energy,698kJ,1260kJ,Protein,2.1g,5.0g,"Fat, total",8.3g,13.6g,– saturated,4.1g,6.7g,Carbohydrate,20.4g,38.6g,– sugars,8.0g,14.4g,Sodium,147mg,261mg
Helga's Turkish Bread White 450g,5,Servingsize:90g,Energy,950kJ,1060kJ,Protein,7.7g,8.6g,"Fat, total",2.4g,2.7g,– saturated,<1.0g,<1.0g,Carbohydrate,41.6g,46.2g,– sugars,3.0g,3.3g,Sodium,360mg,400mg
Macro Ancient Grain & Sprout Loaf Bread 450g,5.5,Servingsize:80g,Energy,Approx. 791kJ,Approx. 989kJ,Protein,Approx. 12g,Approx. 15g,"Fat, total",Approx. 3.4g,Approx. 4.3g,– saturated,Approx. 1g,Approx. 1.2g,Carbohydrate,Approx. 23.4g,Approx. 29.3g,– sugars,Approx. 1g,Approx. 1.2g,Sodium,Approx. 256mg,Approx. 320mg
Macro Spelt & Chia Loaf Bread 450g,5.5,Servingsize:80g,Energy,Approx. 780kJ,Approx. 975kJ,Protein,Approx. 11g,Approx. 13.7g,"Fat, total",Approx. 3.2g,Approx. 4g,– saturated,Approx. 1g,Approx. 1.2g,Carbohydrate,Approx. 23.8g,Approx. 29.8g,– sugars,Approx. 1.2g,Approx. 1.5g,Sodium,Approx. 256mg,Approx. 320mg
Macro Pumpkin & Sweet Potato Loaf Wholemeal Bread 450g,5.5,Servingsize:80g,Energy,Approx. 825kJ,Approx. 1030kJ,Protein,Approx. 11.2g,Approx. 14g,"Fat, total",Approx. 3.6g,Approx. 4.5g,– saturated,Approx. 1g,Approx. 1.2g,Carbohydrate,Approx. 25.7g,Approx. 32.1g,– sugars,Approx. 1g,Approx. 1.1g,Sodium,Approx. 248mg,Approx. 310mg
Buttercup Country Split Wholemeal Bread 450g,9.5,Servingsize:47g(2slices),Energy,480kJ,1030kJ,Protein,5.5g,11.7g,"Fat, total",1.9g,4.1g,– saturated,<1.0g,<1.0g,Carbohydrate,17.3g,36.8g,– sugars,<1.0g,2.0g,Sodium,185mg,400mg
